Ticker,Exchange,Category,Tier,Ask_Price,Bid_Price,Supply,Demand,Traded,Saturation,Input_Cost,Profit_Ask,Profit_Bid,ROI_Ask,ROI_Bid,Investment_Score,Risk,Viability,Input Cost per Unit,Input Cost per Stack,Input Cost per Hour,Recipe,Building
BR1,CI1,unit prefabs,2.0,790000.0,600000.0,13.0,2.0,1.0,200.0,0.0,790000.0,600000.0,0,0,0.0,High,Unknown,637209.6000007272,637209.6000007272,6637.6000000075755,UPF:1xCOM-10xFET-1xNV1-10xPSL-20xPSM-5xSAR=>1xBR1,UPF
BR2,CI1,unit prefabs,2.0,949000.0,900000.0,6.0,1.0,2.0,200.0,0.0,949000.0,900000.0,0,0,0.0,Low,Unknown,995037.000000909,995037.000000909,8291.975000007575,UPF:1xCOM-10xFET-1xNV2-10xPSL-20xPSM-10xSAR=>1xBR2,UPF
BRO,CI1,alloys,2.0,3500.0,2010.0,89.0,45.0,89.0,197.78,0.0,3500.0,2010.0,0,0,0.0,High,Unknown,2024.6600001464287,6073.980000439286,632.706250045759,FS:1xAL-2xCU=>3xBRO,FS
BRP,CI1,ship shields,4.0,6000.0,0.0,5.0,0.0,5.0,100.0,0.0,6000.0,0.0,0,0,0.0,High,Unknown,5449.220000180602,65390.64000216723,6811.525000225753,SPP:2xKV-5xLST=>12xBRP,SPP
BRS,CI1,unit prefabs,2.0,1000000.0,200000.0,1.0,3.0,1.0,33.33,0.0,1000000.0,200000.0,0,0,0.0,High,Unknown,315982.20000054536,315982.20000054536,4388.641666674241,UPF:10xPSL-20xPSM-4xRAD-5xSAR-10xTI=>1xBRS,UPF
BSC,CI1,electronic devices,3.0,69000.0,40000.0,60.0,25.0,28.0,200.0,0.0,69000.0,40000.0,0,0,0.0,High,Unknown,45459.4775004942,45459.4775004942,2104.605439837694,PHF:1xDCM-1xMFK-1xSAR=>1xBSC,PHF
BSE,CI1,construction prefabs,1.0,1900.0,1800.0,108.0,2263.0,100.0,4.77,0.0,1900.0,1800.0,0,0,0.0,Low,Unknown,1517.4000001817942,1517.4000001817942,252.90000003029903,PP1:1xFE-2xLST=>1xBSE,PP1
BSE,CI1,construction prefabs,1.0,1900.0,1800.0,108.0,2263.0,100.0,4.77,0.0,1900.0,1800.0,0,0,0.0,Low,Unknown,1388.0350000499934,1388.0350000499934,262.8854166761351,PP2:1xAL-2xLST=>1xBSE,PP2
BSU,CI1,unit prefabs,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,0.0,0.0,0.0,N/A,N/A
BTA,CI1,construction prefabs,1.0,1790.0,1600.0,152.0,1002.0,52.0,15.17,0.0,1790.0,1600.0,0,0,0.0,Medium,Unknown,1546.4399905723333,1546.4399905723333,429.56666404787035,PP1:1xFE-50xPE=>1xBTA,PP1
BTA,CI1,construction prefabs,1.0,1790.0,1600.0,152.0,1002.0,52.0,15.17,0.0,1790.0,1600.0,0,0,0.0,Medium,Unknown,1413.3875000340863,1413.3875000340863,392.6076388983573,PP2:1xAL-1xGL=>1xBTA,PP2
BWH,CI1,ship shields,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,6862.958800026357,68629.58800026357,9531.887222258829,HWP:4xCF-2xFAL-1xHE-1xKV=>10xBWH,HWP
BWS,CI1,electronic devices,3.0,22800.0,0.0,103.0,0.0,21.0,100.0,0.0,22800.0,0.0,0,0,0.0,High,Unknown,16687.900000965594,16687.900000965594,1390.6583334137995,ELP:1xDCM-1xHD-1xMB=>1xBWS,ELP
C,CI1,elements,0.0,949.0,800.0,24027.0,19998.0,202.0,120.15,0.0,949.0,800.0,0,0,0.0,Medium,Unknown,508.7000000908971,2034.8000003635884,84.78333334848286,INC:4xGRN=>4xC,INC
C,CI1,elements,0.0,949.0,800.0,24027.0,19998.0,202.0,120.15,0.0,949.0,800.0,0,0,0.0,Medium,Unknown,745.521000029996,2982.084000119984,376.52575759090706,INC:2xGRN-4xHCP-2xMAI=>4xC,INC
C,CI1,elements,0.0,949.0,800.0,24027.0,19998.0,202.0,120.15,0.0,949.0,800.0,0,0,0.0,Medium,Unknown,629.5420000599921,2518.1680002399685,158.97525254040204,INC:2xGRN-4xHCP=>4xC,INC
C,CI1,elements,0.0,949.0,800.0,24027.0,19998.0,202.0,120.15,0.0,949.0,800.0,0,0,0.0,Medium,Unknown,627.0420000599921,2508.1680002399685,158.34393940908893,INC:4xHCP-2xMAI=>4xC,INC
C,CI1,elements,0.0,949.0,800.0,24027.0,19998.0,202.0,120.15,0.0,949.0,800.0,0,0,0.0,Medium,Unknown,512.7000000908971,2050.8000003635884,85.45000001514951,INC:4xHCP=>4xC,INC
C,CI1,elements,0.0,949.0,800.0,24027.0,19998.0,202.0,120.15,0.0,949.0,800.0,0,0,0.0,Medium,Unknown,503.7000000908971,2014.8000003635884,83.95000001514951,INC:4xMAI=>4xC,INC
CA,CI1,elements,2.0,0.0,801.0,0.0,8.0,0.0,0.0,0.0,0.0,801.0,0,0,0.0,Low,Unknown,248.22000005453822,248.22000005453822,34.47500000757475,CHP:1xLST=>1xCA,CHP
CAF,CI1,agricultural products,2.0,1450.0,951.0,7171.0,2007.0,45.0,200.0,0.0,1450.0,951.0,0,0,0.0,High,Unknown,964.3500000454485,1928.700000090897,321.4500000151495,HYF:22xH2O-3xNS=>2xCAF,HYF
CAP,CI1,electronic pieces,3.0,235.0,0.0,1123.0,0.0,50.0,100.0,0.0,235.0,0.0,0,0,0.0,High,Unknown,225.86600001464288,3387.990000219643,352.9156250228795,CLR:1xFE-1xSI=>15xCAP,CLR
CBL,CI1,energy systems,3.0,94000.0,91000.0,13.0,100.0,6.0,13.0,0.0,94000.0,91000.0,0,0,0.0,Low,Unknown,102057.99022910147,102057.99022910147,8504.83251909179,ECA:12xBE-60xHCC-12xLI-150xPG=>1xCBL,ECA
CBM,CI1,energy systems,3.0,0.0,63000.0,0.0,100.0,0.0,0.0,0.0,0.0,63000.0,0,0,0.0,Low,Unknown,67606.39218328119,67606.39218328119,7042.332519091791,ECA:8xBE-40xBGC-8xLI-120xPG=>1xCBM,ECA
CBS,CI1,energy systems,3.0,43000.0,42000.0,34.0,100.0,34.0,34.0,0.0,43000.0,42000.0,0,0,0.0,Low,Unknown,43862.79409168452,43862.79409168452,6092.054734956183,ECA:20xBCO-6xBE-6xLI-60xPG=>1xCBS,ECA
CBU,CI1,consumable bundles,2.0,390000.0,0.0,98.0,0.0,46.0,100.0,0.0,390000.0,0.0,0,0,0.0,High,Unknown,334864.21994664875,334864.21994664875,46508.91943703455,PAC:100xDW-2xLC-70xMEA-5xMED-1xNST-280xPE-8xPSS-10xWIN-1xWS=>1xCBU,PAC
CC,CI1,electronic systems,5.0,675000.0,650000.0,2.0,100.0,1.0,2.0,0.0,675000.0,650000.0,0,0,0.0,Low,Unknown,764025.1200173378,764025.1200173378,13264.325000301003,AAF:8xFC-100xGV-1xPCB-10xSAR-20xTHF-1xWAI=>1xCC,AAF
CCD,CI1,drones,4.0,80200.0,80000.0,285.0,100.0,11.0,200.0,0.0,80200.0,80000.0,0,0,0.0,Low,Unknown,70867.20000180602,70867.20000180602,5905.600000150502,DRS:1xBSC-1xDCH=>1xCCD,DRS
CD,CI1,electronic parts,3.0,20000.0,0.0,4.0,0.0,4.0,100.0,0.0,20000.0,0.0,0,0,0.0,High,Unknown,11817.586001293897,11817.586001293897,734.9245025680285,ELP:2xBCO-1xDIS=>1xCD,ELP
CF,CI1,textiles,1.0,7890.0,4700.0,166.0,279.0,6.0,59.5,0.0,7890.0,4700.0,0,0,0.0,High,Unknown,6737.400000181794,6737.400000181794,701.8125000189369,SME:4xAL-2xO-1xSI=>1xCF,SME
CHA,CI1,ship engines,1.0,60000.0,0.0,9.0,0.0,3.0,100.0,0.0,60000.0,0.0,0,0,0.0,High,Unknown,50027.65500028632,50027.65500028632,4632.190277804289,WEL:10xBOS-1xGV-1xHE=>1xCHA,WEL
CL,CI1,elements,2.0,3790.0,3500.0,22587.0,3605.0,156.0,200.0,0.0,3790.0,3500.0,0,0,0.0,Low,Unknown,0.0,0.0,0.0,N/A,N/A
COF,CI1,consumables (luxury),1.0,800.0,775.0,34552.0,9213.0,780.0,200.0,0.0,800.0,775.0,0,0,0.0,Low,Unknown,657.8133333696921,1973.4400001090764,274.0888889040384,FP:1xCAF-3xDW=>3xCOF,FP
COM,CI1,electronic systems,4.0,128000.0,71200.0,119.0,16.0,13.0,200.0,0.0,128000.0,71200.0,0,0,0.0,High,Unknown,40100.80000270903,40100.80000270903,2227.822222372724,APF:1xAAR-1xBWS-4xRAD=>1xCOM,APF
COT,CI1,textiles,2.0,2790.0,2530.0,1822.0,1925.0,162.0,94.65,0.0,2790.0,2530.0,0,0,0.0,Low,Unknown,1865.7790004612507,1865.7790004612507,259.1359722862848,WPL:1xRCO=>1xCOT,WPL
CPU,CI1,unit prefabs,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,0.0,0.0,0.0,N/A,N/A
CQL,CI1,unit prefabs,2.0,2140000.0,0.0,2.0,0.0,1.0,100.0,0.0,2140000.0,0.0,0,0,0.0,High,Unknown,1320282.2000005455,1320282.2000005455,18337.252777785354,UPF:20xDEC-20xFET-1xLIS-20xPSL-30xPSM-1xTCU=>1xCQL,UPF
CQM,CI1,unit prefabs,2.0,1500000.0,0.0,1.0,0.0,1.0,100.0,0.0,1500000.0,0.0,0,0,0.0,High,Unknown,1042318.5000004545,1042318.5000004545,17371.975000007576,UPF:10xDEC-1xLIS-10xPSL-20xPSM-1xTCU-10xTI=>1xCQM,UPF
CQS,CI1,unit prefabs,2.0,1100000.0,600000.0,1.0,4.0,1.0,25.0,0.0,1100000.0,600000.0,0,0,0.0,High,Unknown,841904.8000003636,841904.8000003636,17539.68333334091,UPF:2xDEC-5xFAL-1xLIS-5xPSL-10xPSM-1xTCU=>1xCQS,UPF
CQT,CI1,unit prefabs,2.0,320000.0,100000.0,2.0,2.0,1.0,100.0,0.0,320000.0,100000.0,0,0,0.0,High,Unknown,324596.58000030904,324596.58000030904,7955.7985294193395,UPF:5xAL-1xBMF-1xDEC-2xPSL-5xPSM-1xTCU=>1xCQT,UPF
CRU,CI1,electronic systems,5.0,0.0,200000.0,0.0,100.0,0.0,0.0,0.0,0.0,200000.0,0,0,0.0,Low,Unknown,177901.36001589298,177901.36001589298,3369.343939694943,AAF:1xCST-10xES-3xFC-6xFLP-1xPCB-1xSAR-1xWAI=>1xCRU,AAF
CST,CI1,chemicals,3.0,2400.0,0.0,147.0,0.0,130.0,100.0,0.0,2400.0,0.0,0,0,0.0,High,Unknown,432.6566668863098,1297.9700006589294,36.05472224052582,LAB:1xDW-1xNS=>3xCST,LAB
CTF,CI1,textiles,4.0,21000.0,14000.0,20.0,5.0,20.0,200.0,0.0,21000.0,14000.0,0,0,0.0,High,Unknown,16202.760001444816,16202.760001444816,1687.7875001505017,ASM:1xO-1xSI-2xWAL=>1xCTF,ASM
CU,CI1,metals,1.0,2240.0,1730.0,3439.0,1377.0,336.0,200.0,0.0,2240.0,1730.0,0,0,0.0,High,Unknown,1188.083333409081,3564.2500002272427,297.02083335227024,SME:5xCUO-10xO-1xSIO=>3xCU,SME
DA,CI1,software tools,4.0,50000.0,49000.0,17.0,1.0,17.0,200.0,0.0,50000.0,49000.0,0,0,0.0,Low,Unknown,34102.40000812709,34102.40000812709,947.2888891146415,SE:1xLD-1xROM-1xSA-1xSAL=>1xDA,SE
DCH,CI1,drones,4.0,0.0,27000.0,0.0,1.0,0.0,0.0,0.0,0.0,27000.0,0,0,0.0,Low,Unknown,25445.63200101137,25445.63200101137,3786.5523811028825,DRS:1xDRF-1xMPC-1xPOW-1xSOL=>1xDCH,DRS
DCL,CI1,plastics,2.0,5890.0,5250.0,748.0,50.0,20.0,200.0,0.0,5890.0,5250.0,0,0,0.0,Medium,Unknown,6398.482530901953,12796.965061803907,761.724110821661,PPF:2xMFK-40xPG-2xPSL=>2xDCL,PPF
DCM,CI1,plastics,2.0,4990.0,4310.0,205.0,2640.0,22.0,7.77,0.0,4990.0,4310.0,0,0,0.0,Medium,Unknown,3286.487515533343,6572.975031066686,547.7479192555571,PPF:20xPG-2xPSM-8xSFK=>2xDCM,PPF
DCS,CI1,plastics,2.0,1700.0,1560.0,872.0,2927.0,80.0,29.79,0.0,1700.0,1560.0,0,0,0.0,Low,Unknown,655.4925077941268,1310.9850155882536,182.08125216503524,PPF:10xPG-1xPSS-4xSFK=>2xDCS,PPF
DD,CI1,software tools,4.0,44400.0,0.0,6.0,0.0,6.0,100.0,0.0,44400.0,0.0,0,0,0.0,High,Unknown,23103.200010836124,23103.200010836124,481.3166668924193,SE:1xLD-1xNF=>1xDD,SE
DDT,CI1,chemicals,3.0,3380.0,1300.0,4142.0,4478.0,956.0,92.5,0.0,3380.0,1300.0,0,0,0.0,High,Unknown,1765.328333443155,5295.985000329465,294.2213889071925,LAB:1xC-1xCL-1xH=>3xDDT,LAB
DEC,CI1,construction parts,2.0,17500.0,0.0,189.0,0.0,2.0,100.0,0.0,17500.0,0.0,0,0,0.0,High,Unknown,19221.850228927284,19221.850228927284,1601.820852410607,POL:70xEPO-150xPG=>1xDEC,POL
DIS,CI1,electronic parts,3.0,8800.0,4700.0,49.0,2.0,39.0,200.0,0.0,8800.0,4700.0,0,0,0.0,High,Unknown,1461.3066002943217,1461.3066002943217,90.87727613770659,MCA:3xGL-1xLCR=>1xDIS,MCA
DOU,CI1,unit prefabs,2.0,450000.0,0.0,1.0,0.0,1.0,100.0,0.0,450000.0,0.0,0,0,0.0,High,Unknown,333089.32000032725,333089.32000032725,7710.400925933501,UPF:1xCOM-10xPSL-4xSAR=>1xDOU,UPF
DRF,CI1,drones,1.0,6250.0,5500.0,264.0,60.0,10.0,200.0,0.0,6250.0,5500.0,0,0,0.0,Medium,Unknown,4446.880000722408,4446.880000722408,926.4333334838351,DRS:1xDCS-50xNFI=>1xDRF,DRS
DRF,CI1,drones,1.0,6250.0,5500.0,264.0,60.0,10.0,200.0,0.0,6250.0,5500.0,0,0,0.0,Medium,Unknown,6214.590000063628,6214.590000063628,2589.412500026512,WEL:6xAL-1xHE=>1xDRF,WEL
DV,CI1,software tools,0.0,20000.0,10000.0,4.0,1.0,2.0,200.0,0.0,20000.0,10000.0,0,0,0.0,High,Unknown,8402.400008127093,8402.400008127093,233.4000002257526,SE:=>1xDV,SE
DW,CI1,consumables (basic),1.0,109.0,104.0,176353.0,129227.0,1341.0,136.47,0.0,109.0,104.0,0,0,0.0,Low,Unknown,57.73600015985966,577.3600015985966,120.28333366637429,FP:10xH2O-1xPG=>10xDW,FP
DW,CI1,consumables (basic),1.0,109.0,104.0,176353.0,129227.0,1341.0,136.47,0.0,109.0,104.0,0,0,0.0,Low,Unknown,66.49714286233697,465.4800000363588,193.95000001514953,FP:10xH2O=>7xDW,FP
EBU,CI1,consumable bundles,2.0,210000.0,0.0,86.0,0.0,38.0,100.0,0.0,210000.0,0.0,0,0,0.0,High,Unknown,188283.67196953332,188283.67196953332,28018.403566894838,PAC:100xDW-70xFIM-10xGIN-2xHSS-5xMED-1xPDA-160xPE-4xPSS-2xVG=>1xEBU,PAC
EDC,CI1,software tools,0.0,8100.0,8000.0,141.0,100.0,15.0,141.0,0.0,8100.0,8000.0,0,0,0.0,Low,Unknown,5601.600005418062,5601.600005418062,233.4000002257526,SE:=>1xEDC,SE
EES,CI1,chemicals,5.0,55000.0,0.0,61.0,0.0,5.0,100.0,0.0,55000.0,0.0,0,0,0.0,High,Unknown,20519.84001300335,20519.84001300335,712.4944448959496,EEP:1xES-4xFLX-4xREA=>1xEES,EEP
ENG,CI1,ship engines,5.0,990000.0,0.0,19.0,0.0,1.0,100.0,0.0,990000.0,0.0,0,0,0.0,High,Unknown,455167.8000072241,455167.8000072241,23706.656250376254,SPF:1xACS-10xAST-4xBFP-1xMFK-4xNOZ=>1xENG,SPF
EPO,CI1,construction materials,2.0,174.0,165.0,145210.0,138114.0,3850.0,105.14,0.0,174.0,165.0,0,0,0.0,Low,Unknown,102.43400000181795,5121.700000090897,213.40416667045406,POL:1xC-1xCL-1xH-1xO=>50xEPO,POL
ES,CI1,elements,5.0,1360.0,1030.0,29356.0,497.0,105.0,200.0,0.0,1360.0,1030.0,0,0,0.0,High,Unknown,700.1600005418062,7001.600005418062,583.4666671181718,EEP:1xLES=>10xES,EEP
ETC,CI1,chemicals,3.0,20000.0,0.0,4.0,0.0,4.0,100.0,0.0,20000.0,0.0,0,0,0.0,High,Unknown,9101.280003089905,9101.280003089905,474.02500016093256,TNP:4xFLX-4xREA-1xTC=>1xETC,TNP
EXO,CI1,consumables (basic),1.0,250.0,248.0,13923.0,5185.0,995.0,200.0,0.0,250.0,248.0,0,0,0.0,Low,Unknown,285.5290000154525,2855.290000154525,699.8259804300307,BMP:1xAL-1xMFK-10xOVE=>10xEXO,BMP
EXO,CI1,consumables (basic),1.0,250.0,248.0,13923.0,5185.0,995.0,200.0,0.0,250.0,248.0,0,0,0.0,Low,Unknown,271.3550000136346,2713.550000136346,753.7638889267627,BMP:1xAL-10xOVE-1xSWF=>10xEXO,BMP
EXO,CI1,consumables (basic),1.0,250.0,248.0,13923.0,5185.0,995.0,200.0,0.0,250.0,248.0,0,0,0.0,Low,Unknown,260.5400000181794,2605.400000181794,542.7916667045405,BMP:1xAL-10xOVE=>10xEXO,BMP
FAL,CI1,alloys,4.0,2700.0,1510.0,404.0,1144.0,30.0,35.31,0.0,2700.0,1510.0,0,0,0.0,High,Unknown,1192.9600002408026,7157.760001444816,745.6000001505017,ASM:3xAL-3xFE=>6xFAL,ASM
FAN,CI1,electronic parts,3.0,2100.0,0.0,1381.0,0.0,265.0,100.0,0.0,2100.0,0.0,0,0,0.0,High,Unknown,1864.6495000109821,14917.196000087857,3107.7491666849705,MCA:1xAL-8xDCS-2xSFK=>8xFAN,MCA
FC,CI1,construction parts,1.0,0.0,4400.0,0.0,331.0,0.0,0.0,0.0,0.0,4400.0,0,0,0.0,Low,Unknown,3468.3600002545118,3468.3600002545118,361.2875000265117,WEL:1xAL-1xBSE-1xHE=>1xFC,WEL
FE,CI1,metals,1.0,890.0,862.0,3900.0,8711.0,62.0,44.77,0.0,890.0,862.0,0,0,0.0,Low,Unknown,628.0250000681729,2512.1000002726914,174.4513889078258,SME:1xC-6xFEO-1xFLX-1xO=>4xFE,SME
FE,CI1,metals,1.0,890.0,862.0,3900.0,8711.0,62.0,44.77,0.0,890.0,862.0,0,0,0.0,Low,Unknown,747.0833334090809,2241.2500002272427,186.77083335227022,SME:1xC-6xFEO-1xO=>3xFE,SME
FET,CI1,alloys,4.0,3290.0,2510.0,206.0,1047.0,40.0,19.68,0.0,3290.0,2510.0,0,0,0.0,High,Unknown,2845.940000361204,11383.760001444816,1185.808333483835,ASM:1xFE-3xTI=>4xFET,ASM
FF,CI1,fuels,2.0,16.899999618530273,16.200000762939453,1279076.0,315579.0,24389.0,200.0,0.0,16.899999618530273,16.200000762939453,0,0,0.0,Low,Unknown,12.473300000818075,1247.3300000818074,346.48055557827985,REF:4xH-2xHE3=>100xFF,REF
FFC,CI1,electronic systems,4.0,280000.0,240000.0,6.0,100.0,4.0,6.0,0.0,280000.0,240000.0,0,0,0.0,Medium,Unknown,265336.0000090301,265336.0000090301,4422.266666817169,APF:1xBMF-1xDA-5xW-1xWAI=>1xFFC,APF
FIM,CI1,consumables (basic),1.0,1990.0,1900.0,12027.0,9752.0,30.0,123.33,0.0,1990.0,1900.0,0,0,0.0,Low,Unknown,1427.700000090897,2855.400000181794,237.9500000151495,FP:1xHER-2xRAT=>2xFIM,FP
FIR,CI1,ship engines,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,1044085.9300015375,1044085.9300015375,12429.59440478021,ECA:1xACS-8xAFR-10xCTF-4xEES-1xRCS-10xWAL=>1xFIR,ECA
FLO,CI1,construction parts,2.0,28500.0,22100.0,62.0,19.0,62.0,200.0,0.0,28500.0,22100.0,0,0,0.0,High,Unknown,19571.96000087857,19571.96000087857,1019.3729167124256,FS:10xAL-4xSTL=>1xFLO,FS
FLP,CI1,construction parts,1.0,745.0,400.0,90.0,30.0,90.0,200.0,0.0,745.0,400.0,0,0,0.0,High,Unknown,428.8250000530233,2572.9500003181397,214.41250002651165,WEL:1xAL-1xFE-1xHE=>6xFLP,WEL
FLX,CI1,chemicals,2.0,189.0,160.0,66732.0,22946.0,3579.0,200.0,0.0,189.0,160.0,0,0,0.0,Medium,Unknown,31.37000000908971,313.7000000908971,26.141666674241424,CHP:1xLST=>10xFLX,CHP
FOD,CI1,agricultural products,1.0,489.0,0.0,1409.0,0.0,643.0,100.0,0.0,489.0,0.0,0,0,0.0,High,Unknown,336.0875000113621,5377.400000181794,448.1166666818162,FP:5xMAI-5xNUT-5xVEG=>16xFOD,FP
FSE,CI1,ship engines,5.0,1000000.0,650000.0,11.0,7.0,1.0,157.14,0.0,1000000.0,650000.0,0,0,0.0,High,Unknown,540535.0000090301,540535.0000090301,22522.291667042922,SPF:1xACS-25xBRO-6xLFP-1xMFK-6xNOZ=>1xFSE,SPF
FUN,CI1,unit prefabs,2.0,250000.0,0.0,2.0,0.0,2.0,100.0,0.0,250000.0,0.0,0,0,0.0,High,Unknown,170720.28000039994,170720.28000039994,3233.338636371211,UPF:1xBID-1xBWS-4xPCB-8xPSL=>1xFUN,UPF
GC,CI1,construction parts,1.0,349.0,200.0,2876.0,895.0,1649.0,200.0,0.0,349.0,200.0,0,0,0.0,High,Unknown,234.37700001908837,2343.770000190884,325.52361113762277,WEL:1xAL-1xFE-1xHE=>10xGC,WEL
GCH,CI1,ship engines,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,31668.744001230003,31668.744001230003,1885.0442857875,GF:1xGV-20xRG=>1xGCH,GF
GEN,CI1,ship engines,2.0,220000.0,0.0,7.0,0.0,2.0,100.0,0.0,220000.0,0.0,0,0,0.0,High,Unknown,277178.90000219643,277178.90000219643,9239.296666739881,GF:4xGNZ-4xLFP-1xMFK-50xNG-10xTHF=>1xGEN,GF
GIN,CI1,consumables (luxury),2.0,1700.0,1450.0,7991.0,1032.0,261.0,200.0,0.0,1700.0,1450.0,0,0,0.0,Medium,Unknown,882.5152505956218,3530.061002382487,226.28596169118507,FER:1xAMM-2xDW-1xES-2xGRN=>4xGIN,FER
GL,CI1,construction materials,2.0,354.0,280.0,10120.0,103790.0,789.0,9.75,0.0,354.0,280.0,0,0,0.0,High,Unknown,177.9518667720954,2135.422401265145,123.57768525839957,GF:1xFLX-1xNA-2xSIO=>12xGL,GF
GL,CI1,construction materials,2.0,354.0,280.0,10120.0,103790.0,789.0,9.75,0.0,354.0,280.0,0,0,0.0,High,Unknown,221.19600008785724,2211.9600008785724,184.33000007321436,GF:1xNA-1xSEN-2xSIO=>10xGL,GF
GL,CI1,construction materials,2.0,354.0,280.0,10120.0,103790.0,789.0,9.75,0.0,354.0,280.0,0,0,0.0,High,Unknown,166.0352001054287,1660.3520010542868,115.30222229543658,GF:1xNA-2xSIO=>10xGL,GF
GNZ,CI1,ship engines,2.0,45000.0,0.0,6.0,0.0,6.0,100.0,0.0,45000.0,0.0,0,0,0.0,High,Unknown,34175.88000263572,34175.88000263572,949.3300000732145,GF:1xGCH-20xRG-1xTI=>1xGNZ,GF
GRA,CI1,agricultural products,3.0,3600.0,3150.0,303.0,1336.0,1.0,22.68,0.0,3600.0,3150.0,0,0,0.0,Medium,Unknown,1353.4573335383336,8120.744001230001,422.95541673072927,ORC:1xDDT-30xH2O-3xSOI=>6xGRA,ORC
GRA,CI1,agricultural products,3.0,3600.0,3150.0,303.0,1336.0,1.0,22.68,0.0,3600.0,3150.0,0,0,0.0,Medium,Unknown,1413.1860003075003,7065.930001537501,294.4137500640626,ORC:1xDDT-40xH2O=>5xGRA,ORC
GRN,CI1,agricultural products,1.0,345.0,235.0,16266.0,7394.0,1000.0,200.0,0.0,345.0,235.0,0,0,0.0,High,Unknown,112.31250005681068,449.2500002272427,37.437500018936895,FRM:1xH2O=>4xGRN,FRM
GRN,CI1,agricultural products,1.0,345.0,235.0,16266.0,7394.0,1000.0,200.0,0.0,345.0,235.0,0,0,0.0,High,Unknown,116.73437504260802,466.9375001704321,51.881944463381345,FRM:4xH2O=>4xGRN,FRM
GV,CI1,construction parts,1.0,2400.0,2100.0,317.0,235.0,300.0,134.89,0.0,2400.0,2100.0,0,0,0.0,Medium,Unknown,1396.4750001590699,1396.4750001590699,232.74583335984497,WEL:1xAL-1xHE=>1xGV,WEL
GWS,CI1,infrastructure,5.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,0.0,0.0,0.0,N/A,N/A
HAB,CI1,unit prefabs,2.0,140000.0,0.0,4.0,0.0,4.0,100.0,0.0,140000.0,0.0,0,0,0.0,High,Unknown,95154.80000036358,95154.80000036358,1982.3916666742414,UPF:6xBBH-10xBDE-10xBSE-50xSOI=>1xHAB,UPF
HAM,CI1,ship parts,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,0.0,0.0,0.0,N/A,N/A
HCB,CI1,ship kits,3.0,3870000.0,1000000.0,3.0,2.0,1.0,150.0,0.0,3870000.0,1000000.0,0,0,0.0,High,Unknown,3752283.9200017573,3752283.9200017573,78172.58166670328,SKF:100xMFK-600xWAL=>1xHCB,SKF
HCC,CI1,electronic pieces,2.0,750.0,675.0,355.0,5047.0,90.0,7.03,0.0,750.0,675.0,0,0,0.0,Low,Unknown,545.6984943109006,5456.984943109006,757.9145754318064,FS:300xPE-1xRGO=>10xHCC,FS
HCP,CI1,agricultural products,1.0,349.0,300.0,39397.0,13602.0,2.0,200.0,0.0,349.0,300.0,0,0,0.0,Medium,Unknown,122.31250005681068,489.2500002272427,40.77083335227022,FRM:2xH2O=>4xHCP,FRM
HCP,CI1,agricultural products,1.0,349.0,300.0,39397.0,13602.0,2.0,200.0,0.0,349.0,300.0,0,0,0.0,Medium,Unknown,139.61500001817942,1116.9200001454353,116.34583334848286,HYF:14xH2O-1xNS=>8xHCP,HYF
HD,CI1,electronic devices,3.0,2640.0,2000.0,2276.0,1.0,299.0,200.0,0.0,2640.0,2000.0,0,0,0.0,High,Unknown,2480.8613200588643,12404.306600294321,771.4121020083534,MCA:5xDCS-5xLDI-1xRG=>5xHD,MCA
HE3,CI1,gases,2.0,330.0,275.0,30371.0,586.0,4749.0,200.0,0.0,330.0,275.0,0,0,0.0,Medium,Unknown,407.7750000681728,815.5500001363456,135.92500002272428,REF:3xTS=>2xHE3,REF
HER,CI1,agricultural products,1.0,2190.0,2000.0,11563.0,4745.0,19.0,200.0,0.0,2190.0,2000.0,0,0,0.0,Low,Unknown,1294.2500002272427,5177.000000908971,107.85416668560356,FRM:1xDDT-4xH2O=>4xHER,FRM
HHP,CI1,ship parts,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,6910.995000109821,27643.980000439286,2303.665000036607,HWP:12xAL-4xAST-1xHE=>4xHHP,HWP
HMS,CI1,consumables (basic),2.0,1890.0,1710.0,7943.0,1332.0,201.0,200.0,0.0,1890.0,1710.0,0,0,0.0,Low,Unknown,1382.8372000615002,13828.372000615002,823.1173809889882,CLF:6xGC-1xIND-1xNL=>10xHMS,CLF
